int	int	int	int	int	int	int	int	string
102803119	3	119	6306	55	2700	1601	2	
102803120	3	120	6306	55	2700	1601	2	
102803121	3	121	6306	55	2700	1601	2	
102803122	3	122	6306	55	2700	1601	2	
102803123	3	123	6306	55	2700	1601	2	
102803124	3	124	6306	55	2700	1601	2	
102803125	3	125	6306	55	2700	1601	2	
102803126	3	126	6306	55	2700	1601	2	
102803127	3	127	6306	55	2700	1601	2	
102803128	3	128	6306	55	2700	1601	2	
102803129	3	129	6306	55	2700	1601	2	
102803130	3	130	6306	55	2700	1601	2	
102803131	3	131	6306	55	2700	1601	2	
102803132	3	132	6306	55	2700	1601	2	
102803133	3	133	6306	55	2700	1601	2	
102803134	3	134	6306	55	2700	1601	2	
102803135	3	135	6306	55	2700	1601	2	
102803136	3	136	6306	55	2700	1601	2	
102803137	3	137	6306	55	2700	1601	2	
102803138	3	138	6306	55	2700	1601	2	
102803139	3	139	6306	55	2700	1601	2	
102803140	3	140	6306	55	2700	1601	2	
102803141	3	141	6306	55	2700	1601	2	
102803142	3	142	6306	55	2700	1601	2	
102803143	3	143	6306	55	2700	1601	2	
102803144	3	144	6306	55	2700	1601	2	
102803145	3	145	6306	55	2700	1601	2	
102803146	3	146	6306	55	2700	1601	2	
102803147	3	147	6306	55	2700	1601	2	
102803148	3	148	6306	55	2700	1601	2	
102803149	3	149	6306	55	2700	1601	2	
102803150	3	150	6306	55	2700	1601	2	
102804001	4	1	6101	10	700	1603	2	
102804002	4	2	6101	10	700	1603	2	
102804003	4	3	6101	10	700	1603	2	
102804004	4	4	6101	10	700	1603	2	
102804005	4	5	6101	10	700	1603	2	
102804006	4	6	6101	10	700	1603	2	
102804007	4	7	6101	10	700	1603	2	
102804008	4	8	6101	10	700	1603	2	
102804009	4	9	6101	10	700	1603	2	
102804010	4	10	6101	10	700	1603	2	
102804011	4	11	6101	15	700	1603	2	
102804012	4	12	6101	15	700	1603	2	
102804013	4	13	6101	15	700	1603	2	
102804014	4	14	6101	15	700	1603	2	
102804015	4	15	6101	15	700	1603	2	
102804016	4	16	6101	15	700	1603	2	
102804017	4	17	6101	15	700	1603	2	
102804018	4	18	6101	15	700	1603	2	
102804019	4	19	6101	15	700	1603	2	
102804020	4	20	6101	15	700	1603	2	
102804021	4	21	6101	15	700	1603	2	
102804022	4	22	6101	15	700	1603	2	
102804023	4	23	6101	15	700	1603	2	
102804024	4	24	6101	15	700	1603	2	
102804025	4	25	6101	15	700	1603	2	
102804026	4	26	6101	15	700	1603	2	
102804027	4	27	6101	15	700	1603	2	
102804028	4	28	6101	15	700	1603	2	
102804029	4	29	6101	15	700	1603	2	
102804030	4	30	6101	15	700	1603	2	
102804031	4	31	6101	15	700	1603	2	
102804032	4	32	6101	15	700	1603	2	
102804033	4	33	6101	15	700	1603	2	
102804034	4	34	6101	15	700	1603	2	
102804035	4	35	6101	15	700	1603	2	
102804036	4	36	6101	15	700	1603	2	
102804037	4	37	6101	15	700	1603	2	
102804038	4	38	6101	15	700	1603	2	
102804039	4	39	6101	15	700	1603	2	
102804040	4	40	6101	15	700	1603	2	
102804041	4	41	6101	15	700	1603	2	
102804042	4	42	6101	15	700	1603	2	
102804043	4	43	6101	15	700	1603	2	
102804044	4	44	6101	15	700	1603	2	
102804045	4	45	6101	15	700	1603	2	
102804046	4	46	6101	15	700	1603	2	
102804047	4	47	6101	15	700	1603	2	
102804048	4	48	6101	15	700	1603	2	
102804049	4	49	6101	15	700	1603	2	
102804050	4	50	6101	15	700	1603	2	
102804051	4	51	6201	30	1700	1603	2	
102804052	4	52	6201	30	1700	1603	2	
102804053	4	53	6201	30	1700	1603	2	
102804054	4	54	6201	30	1700	1603	2	
102804055	4	55	6201	30	1700	1603	2	
102804056	4	56	6201	30	1700	1603	2	
102804057	4	57	6201	30	1700	1603	2	
102804058	4	58	6201	30	1700	1603	2	
102804059	4	59	6201	30	1700	1603	2	
102804060	4	60	6201	30	1700	1603	2	
102804061	4	61	6201	35	1700	1603	2	
102804062	4	62	6201	35	1700	1603	2	
102804063	4	63	6201	35	1700	1603	2	
102804064	4	64	6201	35	1700	1603	2	
102804065	4	65	6201	35	1700	1603	2	
102804066	4	66	6201	35	1700	1603	2	
102804067	4	67	6201	35	1700	1603	2	
102804068	4	68	6201	35	1700	1603	2	
102804069	4	69	6201	35	1700	1603	2	
102804070	4	70	6201	35	1700	1603	2	
102804071	4	71	6201	35	1700	1603	2	
102804072	4	72	6201	35	1700	1603	2	
102804073	4	73	6201	35	1700	1603	2	
102804074	4	74	6201	35	1700	1603	2	
102804075	4	75	6201	35	1700	1603	2	
102804076	4	76	6201	35	1700	1603	2	
102804077	4	77	6201	35	1700	1603	2	
102804078	4	78	6201	35	1700	1603	2	
102804079	4	79	6201	35	1700	1603	2	
102804080	4	80	6201	35	1700	1603	2	
102804081	4	81	6201	35	1700	1603	2	
102804082	4	82	6201	35	1700	1603	2	
102804083	4	83	6201	35	1700	1603	2	
102804084	4	84	6201	35	1700	1603	2	
102804085	4	85	6201	35	1700	1603	2	
102804086	4	86	6201	35	1700	1603	2	
102804087	4	87	6201	35	1700	1603	2	
102804088	4	88	6201	35	1700	1603	2	
102804089	4	89	6201	35	1700	1603	2	
102804090	4	90	6201	35	1700	1603	2	
102804091	4	91	6201	35	1700	1603	2	
102804092	4	92	6201	35	1700	1603	2	
102804093	4	93	6201	35	1700	1603	2	
102804094	4	94	6201	35	1700	1603	2	
102804095	4	95	6201	35	1700	1603	2	
102804096	4	96	6201	35	1700	1603	2	
102804097	4	97	6201	35	1700	1603	2	
102804098	4	98	6201	35	1700	1603	2	
102804099	4	99	6201	35	1700	1603	2	
102804100	4	100	6201	35	1700	1603	2	
102804101	4	101	6301	50	2700	1603	2	
102804102	4	102	6301	50	2700	1603	2	
102804103	4	103	6301	50	2700	1603	2	
102804104	4	104	6301	50	2700	1603	2	
102804105	4	105	6301	50	2700	1603	2	
102804106	4	106	6301	50	2700	1603	2	
102804107	4	107	6301	50	2700	1603	2	
102804108	4	108	6301	50	2700	1603	2	
102804109	4	109	6301	50	2700	1603	2	
102804110	4	110	6301	50	2700	1603	2	
102804111	4	111	6301	55	2700	1603	2	
102804112	4	112	6301	55	2700	1603	2	
102804113	4	113	6301	55	2700	1603	2	
102804114	4	114	6301	55	2700	1603	2	
102804115	4	115	6301	55	2700	1603	2	
102804116	4	116	6301	55	2700	1603	2	
102804117	4	117	6301	55	2700	1603	2	
102804118	4	118	6301	55	2700	1603	2	
102804119	4	119	6301	55	2700	1603	2	
102804120	4	120	6301	55	2700	1603	2	
102804121	4	121	6301	55	2700	1603	2	
102804122	4	122	6301	55	2700	1603	2	
102804123	4	123	6301	55	2700	1603	2	
102804124	4	124	6301	55	2700	1603	2	
102804125	4	125	6301	55	2700	1603	2	
102804126	4	126	6301	55	2700	1603	2	
102804127	4	127	6301	55	2700	1603	2	
102804128	4	128	6301	55	2700	1603	2	
102804129	4	129	6301	55	2700	1603	2	
102804130	4	130	6301	55	2700	1603	2	
102804131	4	131	6301	55	2700	1603	2	
102804132	4	132	6301	55	2700	1603	2	
102804133	4	133	6301	55	2700	1603	2	
102804134	4	134	6301	55	2700	1603	2	
102804135	4	135	6301	55	2700	1603	2	
102804136	4	136	6301	55	2700	1603	2	
102804137	4	137	6301	55	2700	1603	2	
102804138	4	138	6301	55	2700	1603	2	
102804139	4	139	6301	55	2700	1603	2	
102804140	4	140	6301	55	2700	1603	2	
102804141	4	141	6301	55	2700	1603	2	
102804142	4	142	6301	55	2700	1603	2	
102804143	4	143	6301	55	2700	1603	2	
102804144	4	144	6301	55	2700	1603	2	
102804145	4	145	6301	55	2700	1603	2	
102804146	4	146	6301	55	2700	1603	2	
102804147	4	147	6301	55	2700	1603	2	
102804148	4	148	6301	55	2700	1603	2	
102804149	4	149	6301	55	2700	1603	2	
102804150	4	150	6301	55	2700	1603	2	
102901001	1	1	6105	10	700	1602	2	
102901002	1	2	6105	10	700	1602	2	
102901003	1	3	6105	10	700	1602	2	
102901004	1	4	6105	10	700	1602	2	
102901005	1	5	6105	10	700	1602	2	
102901006	1	6	6105	10	700	1602	2	
102901007	1	7	6105	10	700	1602	2	
102901008	1	8	6105	10	700	1602	2	
102901009	1	9	6105	10	700	1602	2	
102901010	1	10	6105	10	700	1602	2	
102901011	1	11	6105	15	700	1602	2	
102901012	1	12	6105	15	700	1602	2	
102901013	1	13	6105	15	700	1602	2	
102901014	1	14	6105	15	700	1602	2	
102901015	1	15	6105	15	700	1602	2	
102901016	1	16	6105	15	700	1602	2	
102901017	1	17	6105	15	700	1602	2	
102901018	1	18	6105	15	700	1602	2	
102901019	1	19	6105	15	700	1602	2	
102901020	1	20	6105	15	700	1602	2	
102901021	1	21	6105	15	700	1602	2	
102901022	1	22	6105	15	700	1602	2	
102901023	1	23	6105	15	700	1602	2	
102901024	1	24	6105	15	700	1602	2	
102901025	1	25	6105	15	700	1602	2	
102901026	1	26	6105	15	700	1602	2	
102901027	1	27	6105	15	700	1602	2	
102901028	1	28	6105	15	700	1602	2	
102901029	1	29	6105	15	700	1602	2	
102901030	1	30	6105	15	700	1602	2	
102901031	1	31	6105	15	700	1602	2	
102901032	1	32	6105	15	700	1602	2	
102901033	1	33	6105	15	700	1602	2	
102901034	1	34	6105	15	700	1602	2	
102901035	1	35	6105	15	700	1602	2	
102901036	1	36	6105	15	700	1602	2	
102901037	1	37	6105	15	700	1602	2	
102901038	1	38	6105	15	700	1602	2	
102901039	1	39	6105	15	700	1602	2	
102901040	1	40	6105	15	700	1602	2	
102901041	1	41	6105	15	700	1602	2	
102901042	1	42	6105	15	700	1602	2	
102901043	1	43	6105	15	700	1602	2	
102901044	1	44	6105	15	700	1602	2	
102901045	1	45	6105	15	700	1602	2	
102901046	1	46	6105	15	700	1602	2	
102901047	1	47	6105	15	700	1602	2	
102901048	1	48	6105	15	700	1602	2	
102901049	1	49	6105	15	700	1602	2	
102901050	1	50	6105	15	700	1602	2	
102901051	1	51	6205	30	1700	1602	2	
102901052	1	52	6205	30	1700	1602	2	
102901053	1	53	6205	30	1700	1602	2	
102901054	1	54	6205	30	1700	1602	2	
102901055	1	55	6205	30	1700	1602	2	
102901056	1	56	6205	30	1700	1602	2	
102901057	1	57	6205	30	1700	1602	2	
102901058	1	58	6205	30	1700	1602	2	
102901059	1	59	6205	30	1700	1602	2	
102901060	1	60	6205	30	1700	1602	2	
102901061	1	61	6205	35	1700	1602	2	
102901062	1	62	6205	35	1700	1602	2	
102901063	1	63	6205	35	1700	1602	2	
102901064	1	64	6205	35	1700	1602	2	
102901065	1	65	6205	35	1700	1602	2	
102901066	1	66	6205	35	1700	1602	2	
102901067	1	67	6205	35	1700	1602	2	
102901068	1	68	6205	35	1700	1602	2	
102901069	1	69	6205	35	1700	1602	2	
102901070	1	70	6205	35	1700	1602	2	
102901071	1	71	6205	35	1700	1602	2	
102901072	1	72	6205	35	1700	1602	2	
102901073	1	73	6205	35	1700	1602	2	
102901074	1	74	6205	35	1700	1602	2	
102901075	1	75	6205	35	1700	1602	2	
102901076	1	76	6205	35	1700	1602	2	
102901077	1	77	6205	35	1700	1602	2	
102901078	1	78	6205	35	1700	1602	2	
102901079	1	79	6205	35	1700	1602	2	
102901080	1	80	6205	35	1700	1602	2	
102901081	1	81	6205	35	1700	1602	2	
102901082	1	82	6205	35	1700	1602	2	
102901083	1	83	6205	35	1700	1602	2	
102901084	1	84	6205	35	1700	1602	2	
102901085	1	85	6205	35	1700	1602	2	
102901086	1	86	6205	35	1700	1602	2	
102901087	1	87	6205	35	1700	1602	2	
102901088	1	88	6205	35	1700	1602	2	
102901089	1	89	6205	35	1700	1602	2	
102901090	1	90	6205	35	1700	1602	2	
102901091	1	91	6205	35	1700	1602	2	
102901092	1	92	6205	35	1700	1602	2	
102901093	1	93	6205	35	1700	1602	2	
102901094	1	94	6205	35	1700	1602	2	
102901095	1	95	6205	35	1700	1602	2	
102901096	1	96	6205	35	1700	1602	2	
102901097	1	97	6205	35	1700	1602	2	
102901098	1	98	6205	35	1700	1602	2	
102901099	1	99	6205	35	1700	1602	2	
102901100	1	100	6205	35	1700	1602	2	
102901101	1	101	6305	50	2700	1602	2	
102901102	1	102	6305	50	2700	1602	2	
102901103	1	103	6305	50	2700	1602	2	
102901104	1	104	6305	50	2700	1602	2	
102901105	1	105	6305	50	2700	1602	2	
102901106	1	106	6305	50	2700	1602	2	
102901107	1	107	6305	50	2700	1602	2	
102901108	1	108	6305	50	2700	1602	2	
102901109	1	109	6305	50	2700	1602	2	
102901110	1	110	6305	50	2700	1602	2	
102901111	1	111	6305	55	2700	1602	2	
102901112	1	112	6305	55	2700	1602	2	
102901113	1	113	6305	55	2700	1602	2	
102901114	1	114	6305	55	2700	1602	2	
102901115	1	115	6305	55	2700	1602	2	
102901116	1	116	6305	55	2700	1602	2	
102901117	1	117	6305	55	2700	1602	2	
102901118	1	118	6305	55	2700	1602	2	
102901119	1	119	6305	55	2700	1602	2	
102901120	1	120	6305	55	2700	1602	2	
102901121	1	121	6305	55	2700	1602	2	
102901122	1	122	6305	55	2700	1602	2	
102901123	1	123	6305	55	2700	1602	2	
102901124	1	124	6305	55	2700	1602	2	
102901125	1	125	6305	55	2700	1602	2	
102901126	1	126	6305	55	2700	1602	2	
102901127	1	127	6305	55	2700	1602	2	
102901128	1	128	6305	55	2700	1602	2	
102901129	1	129	6305	55	2700	1602	2	
102901130	1	130	6305	55	2700	1602	2	
102901131	1	131	6305	55	2700	1602	2	
102901132	1	132	6305	55	2700	1602	2	
102901133	1	133	6305	55	2700	1602	2	
102901134	1	134	6305	55	2700	1602	2	
102901135	1	135	6305	55	2700	1602	2	
102901136	1	136	6305	55	2700	1602	2	
102901137	1	137	6305	55	2700	1602	2	
102901138	1	138	6305	55	2700	1602	2	
102901139	1	139	6305	55	2700	1602	2	
102901140	1	140	6305	55	2700	1602	2	
102901141	1	141	6305	55	2700	1602	2	
102901142	1	142	6305	55	2700	1602	2	
102901143	1	143	6305	55	2700	1602	2	
102901144	1	144	6305	55	2700	1602	2	
102901145	1	145	6305	55	2700	1602	2	
102901146	1	146	6305	55	2700	1602	2	
102901147	1	147	6305	55	2700	1602	2	
102901148	1	148	6305	55	2700	1602	2	
102901149	1	149	6305	55	2700	1602	2	
102901150	1	150	6305	55	2700	1602	2	
102902001	2	1	6103	10	700	1603	2	
102902002	2	2	6103	10	700	1603	2	
102902003	2	3	6103	10	700	1603	2	
102902004	2	4	6103	10	700	1603	2	
102902005	2	5	6103	10	700	1603	2	
102902006	2	6	6103	10	700	1603	2	
102902007	2	7	6103	10	700	1603	2	
102902008	2	8	6103	10	700	1603	2	
102902009	2	9	6103	10	700	1603	2	
102902010	2	10	6103	10	700	1603	2	
102902011	2	11	6103	15	700	1603	2	
102902012	2	12	6103	15	700	1603	2	
102902013	2	13	6103	15	700	1603	2	
102902014	2	14	6103	15	700	1603	2	
102902015	2	15	6103	15	700	1603	2	
102902016	2	16	6103	15	700	1603	2	
102902017	2	17	6103	15	700	1603	2	
102902018	2	18	6103	15	700	1603	2	
102902019	2	19	6103	15	700	1603	2	
102902020	2	20	6103	15	700	1603	2	
102902021	2	21	6103	15	700	1603	2	
102902022	2	22	6103	15	700	1603	2	
102902023	2	23	6103	15	700	1603	2	
102902024	2	24	6103	15	700	1603	2	
102902025	2	25	6103	15	700	1603	2	
102902026	2	26	6103	15	700	1603	2	
102902027	2	27	6103	15	700	1603	2	
102902028	2	28	6103	15	700	1603	2	
102902029	2	29	6103	15	700	1603	2	
102902030	2	30	6103	15	700	1603	2	
102902031	2	31	6103	15	700	1603	2	
102902032	2	32	6103	15	700	1603	2	
102902033	2	33	6103	15	700	1603	2	
102902034	2	34	6103	15	700	1603	2	
102902035	2	35	6103	15	700	1603	2	
102902036	2	36	6103	15	700	1603	2	
102902037	2	37	6103	15	700	1603	2	
102902038	2	38	6103	15	700	1603	2	
102902039	2	39	6103	15	700	1603	2	
102902040	2	40	6103	15	700	1603	2	
102902041	2	41	6103	15	700	1603	2	
102902042	2	42	6103	15	700	1603	2	
102902043	2	43	6103	15	700	1603	2	
102902044	2	44	6103	15	700	1603	2	
102902045	2	45	6103	15	700	1603	2	
102902046	2	46	6103	15	700	1603	2	
102902047	2	47	6103	15	700	1603	2	
102902048	2	48	6103	15	700	1603	2	
102902049	2	49	6103	15	700	1603	2	
102902050	2	50	6103	15	700	1603	2	
102902051	2	51	6203	30	1700	1603	2	
102902052	2	52	6203	30	1700	1603	2	
102902053	2	53	6203	30	1700	1603	2	
102902054	2	54	6203	30	1700	1603	2	
102902055	2	55	6203	30	1700	1603	2	
102902056	2	56	6203	30	1700	1603	2	
102902057	2	57	6203	30	1700	1603	2	
102902058	2	58	6203	30	1700	1603	2	
102902059	2	59	6203	30	1700	1603	2	
102902060	2	60	6203	30	1700	1603	2	
102902061	2	61	6203	35	1700	1603	2	
102902062	2	62	6203	35	1700	1603	2	
102902063	2	63	6203	35	1700	1603	2	
102902064	2	64	6203	35	1700	1603	2	
102902065	2	65	6203	35	1700	1603	2	
102902066	2	66	6203	35	1700	1603	2	
102902067	2	67	6203	35	1700	1603	2	
102902068	2	68	6203	35	1700	1603	2	
102902069	2	69	6203	35	1700	1603	2	
102902070	2	70	6203	35	1700	1603	2	
102902071	2	71	6203	35	1700	1603	2	
102902072	2	72	6203	35	1700	1603	2	
102902073	2	73	6203	35	1700	1603	2	
102902074	2	74	6203	35	1700	1603	2	
102902075	2	75	6203	35	1700	1603	2	
102902076	2	76	6203	35	1700	1603	2	
102902077	2	77	6203	35	1700	1603	2	
102902078	2	78	6203	35	1700	1603	2	
102902079	2	79	6203	35	1700	1603	2	
102902080	2	80	6203	35	1700	1603	2	
102902081	2	81	6203	35	1700	1603	2	
102902082	2	82	6203	35	1700	1603	2	
102902083	2	83	6203	35	1700	1603	2	
102902084	2	84	6203	35	1700	1603	2	
102902085	2	85	6203	35	1700	1603	2	
102902086	2	86	6203	35	1700	1603	2	
102902087	2	87	6203	35	1700	1603	2	
102902088	2	88	6203	35	1700	1603	2	
102902089	2	89	6203	35	1700	1603	2	
102902090	2	90	6203	35	1700	1603	2	
102902091	2	91	6203	35	1700	1603	2	
102902092	2	92	6203	35	1700	1603	2	
102902093	2	93	6203	35	1700	1603	2	
102902094	2	94	6203	35	1700	1603	2	
102902095	2	95	6203	35	1700	1603	2	
102902096	2	96	6203	35	1700	1603	2	
102902097	2	97	6203	35	1700	1603	2	
102902098	2	98	6203	35	1700	1603	2	
102902099	2	99	6203	35	1700	1603	2	
102902100	2	100	6203	35	1700	1603	2	
102902101	2	101	6303	50	2700	1603	2	
102902102	2	102	6303	50	2700	1603	2	
102902103	2	103	6303	50	2700	1603	2	
102902104	2	104	6303	50	2700	1603	2	
102902105	2	105	6303	50	2700	1603	2	
102902106	2	106	6303	50	2700	1603	2	
102902107	2	107	6303	50	2700	1603	2	
102902108	2	108	6303	50	2700	1603	2	
102902109	2	109	6303	50	2700	1603	2	
102902110	2	110	6303	50	2700	1603	2	
102902111	2	111	6303	55	2700	1603	2	
102902112	2	112	6303	55	2700	1603	2	
102902113	2	113	6303	55	2700	1603	2	
102902114	2	114	6303	55	2700	1603	2	
102902115	2	115	6303	55	2700	1603	2	
102902116	2	116	6303	55	2700	1603	2	
102902117	2	117	6303	55	2700	1603	2	
102902118	2	118	6303	55	2700	1603	2	
102902119	2	119	6303	55	2700	1603	2	
102902120	2	120	6303	55	2700	1603	2	
102902121	2	121	6303	55	2700	1603	2	
102902122	2	122	6303	55	2700	1603	2	
102902123	2	123	6303	55	2700	1603	2	
102902124	2	124	6303	55	2700	1603	2	
102902125	2	125	6303	55	2700	1603	2	
102902126	2	126	6303	55	2700	1603	2	
102902127	2	127	6303	55	2700	1603	2	
102902128	2	128	6303	55	2700	1603	2	
102902129	2	129	6303	55	2700	1603	2	
102902130	2	130	6303	55	2700	1603	2	
102902131	2	131	6303	55	2700	1603	2	
102902132	2	132	6303	55	2700	1603	2	
102902133	2	133	6303	55	2700	1603	2	
102902134	2	134	6303	55	2700	1603	2	
102902135	2	135	6303	55	2700	1603	2	
102902136	2	136	6303	55	2700	1603	2	
102902137	2	137	6303	55	2700	1603	2	
102902138	2	138	6303	55	2700	1603	2	
102902139	2	139	6303	55	2700	1603	2	
102902140	2	140	6303	55	2700	1603	2	
102902141	2	141	6303	55	2700	1603	2	
102902142	2	142	6303	55	2700	1603	2	
102902143	2	143	6303	55	2700	1603	2	
102902144	2	144	6303	55	2700	1603	2	
102902145	2	145	6303	55	2700	1603	2	
102902146	2	146	6303	55	2700	1603	2	
102902147	2	147	6303	55	2700	1603	2	
102902148	2	148	6303	55	2700	1603	2	
102902149	2	149	6303	55	2700	1603	2	
102902150	2	150	6303	55	2700	1603	2	
102903001	3	1	6108	10	700	1603	2	
102903002	3	2	6108	10	700	1603	2	
102903003	3	3	6108	10	700	1603	2	
102903004	3	4	6108	10	700	1603	2	
102903005	3	5	6108	10	700	1603	2	
102903006	3	6	6108	10	700	1603	2	
102903007	3	7	6108	10	700	1603	2	
102903008	3	8	6108	10	700	1603	2	
102903009	3	9	6108	10	700	1603	2	
102903010	3	10	6108	10	700	1603	2	
102903011	3	11	6108	15	700	1603	2	
102903012	3	12	6108	15	700	1603	2	
102903013	3	13	6108	15	700	1603	2	
102903014	3	14	6108	15	700	1603	2	
102903015	3	15	6108	15	700	1603	2	
102903016	3	16	6108	15	700	1603	2	
102903017	3	17	6108	15	700	1603	2	
102903018	3	18	6108	15	700	1603	2	
102903019	3	19	6108	15	700	1603	2	
102903020	3	20	6108	15	700	1603	2	
102903021	3	21	6108	15	700	1603	2	
102903022	3	22	6108	15	700	1603	2	
102903023	3	23	6108	15	700	1603	2	
102903024	3	24	6108	15	700	1603	2	
102903025	3	25	6108	15	700	1603	2	
102903026	3	26	6108	15	700	1603	2	
102903027	3	27	6108	15	700	1603	2	
102903028	3	28	6108	15	700	1603	2	
102903029	3	29	6108	15	700	1603	2	
102903030	3	30	6108	15	700	1603	2	
102903031	3	31	6108	15	700	1603	2	
102903032	3	32	6108	15	700	1603	2	
102903033	3	33	6108	15	700	1603	2	
102903034	3	34	6108	15	700	1603	2	
102903035	3	35	6108	15	700	1603	2	
102903036	3	36	6108	15	700	1603	2	
102903037	3	37	6108	15	700	1603	2	
102903038	3	38	6108	15	700	1603	2	
102903039	3	39	6108	15	700	1603	2	
102903040	3	40	6108	15	700	1603	2	
102903041	3	41	6108	15	700	1603	2	
102903042	3	42	6108	15	700	1603	2	
102903043	3	43	6108	15	700	1603	2	
102903044	3	44	6108	15	700	1603	2	
102903045	3	45	6108	15	700	1603	2	
102903046	3	46	6108	15	700	1603	2	
102903047	3	47	6108	15	700	1603	2	
102903048	3	48	6108	15	700	1603	2	
102903049	3	49	6108	15	700	1603	2	
102903050	3	50	6108	15	700	1603	2	
102903051	3	51	6208	30	1700	1603	2	
102903052	3	52	6208	30	1700	1603	2	
102903053	3	53	6208	30	1700	1603	2	
102903054	3	54	6208	30	1700	1603	2	
102903055	3	55	6208	30	1700	1603	2	
102903056	3	56	6208	30	1700	1603	2	
102903057	3	57	6208	30	1700	1603	2	
102903058	3	58	6208	30	1700	1603	2	
102903059	3	59	6208	30	1700	1603	2	
102903060	3	60	6208	30	1700	1603	2	
102903061	3	61	6208	35	1700	1603	2	
102903062	3	62	6208	35	1700	1603	2	
102903063	3	63	6208	35	1700	1603	2	
102903064	3	64	6208	35	1700	1603	2	
102903065	3	65	6208	35	1700	1603	2	
102903066	3	66	6208	35	1700	1603	2	
102903067	3	67	6208	35	1700	1603	2	
102903068	3	68	6208	35	1700	1603	2	
102903069	3	69	6208	35	1700	1603	2	
102903070	3	70	6208	35	1700	1603	2	
102903071	3	71	6208	35	1700	1603	2	
102903072	3	72	6208	35	1700	1603	2	
102903073	3	73	6208	35	1700	1603	2	
102903074	3	74	6208	35	1700	1603	2	
102903075	3	75	6208	35	1700	1603	2	
102903076	3	76	6208	35	1700	1603	2	
102903077	3	77	6208	35	1700	1603	2	
102903078	3	78	6208	35	1700	1603	2	
102903079	3	79	6208	35	1700	1603	2	
102903080	3	80	6208	35	1700	1603	2	
102903081	3	81	6208	35	1700	1603	2	
102903082	3	82	6208	35	1700	1603	2	
102903083	3	83	6208	35	1700	1603	2	
102903084	3	84	6208	35	1700	1603	2	
102903085	3	85	6208	35	1700	1603	2	
102903086	3	86	6208	35	1700	1603	2	
102903087	3	87	6208	35	1700	1603	2	
102903088	3	88	6208	35	1700	1603	2	
102903089	3	89	6208	35	1700	1603	2	
102903090	3	90	6208	35	1700	1603	2	
102903091	3	91	6208	35	1700	1603	2	
102903092	3	92	6208	35	1700	1603	2	
102903093	3	93	6208	35	1700	1603	2	
102903094	3	94	6208	35	1700	1603	2	
102903095	3	95	6208	35	1700	1603	2	
102903096	3	96	6208	35	1700	1603	2	
102903097	3	97	6208	35	1700	1603	2	
102903098	3	98	6208	35	1700	1603	2	
102903099	3	99	6208	35	1700	1603	2	
102903100	3	100	6208	35	1700	1603	2	
102903101	3	101	6308	50	2700	1603	2	
102903102	3	102	6308	50	2700	1603	2	
102903103	3	103	6308	50	2700	1603	2	
102903104	3	104	6308	50	2700	1603	2	
102903105	3	105	6308	50	2700	1603	2	
102903106	3	106	6308	50	2700	1603	2	
102903107	3	107	6308	50	2700	1603	2	
102903108	3	108	6308	50	2700	1603	2	
102903109	3	109	6308	50	2700	1603	2	
102903110	3	110	6308	50	2700	1603	2	
102903111	3	111	6308	55	2700	1603	2	
102903112	3	112	6308	55	2700	1603	2	
102903113	3	113	6308	55	2700	1603	2	
102903114	3	114	6308	55	2700	1603	2	
102903115	3	115	6308	55	2700	1603	2	
102903116	3	116	6308	55	2700	1603	2	
102903117	3	117	6308	55	2700	1603	2	
102903118	3	118	6308	55	2700	1603	2	
102903119	3	119	6308	55	2700	1603	2	
102903120	3	120	6308	55	2700	1603	2	
102903121	3	121	6308	55	2700	1603	2	
102903122	3	122	6308	55	2700	1603	2	
102903123	3	123	6308	55	2700	1603	2	
102903124	3	124	6308	55	2700	1603	2	
102903125	3	125	6308	55	2700	1603	2	
102903126	3	126	6308	55	2700	1603	2	
102903127	3	127	6308	55	2700	1603	2	
102903128	3	128	6308	55	2700	1603	2	
102903129	3	129	6308	55	2700	1603	2	
102903130	3	130	6308	55	2700	1603	2	
102903131	3	131	6308	55	2700	1603	2	
102903132	3	132	6308	55	2700	1603	2	
102903133	3	133	6308	55	2700	1603	2	
102903134	3	134	6308	55	2700	1603	2	
102903135	3	135	6308	55	2700	1603	2	
102903136	3	136	6308	55	2700	1603	2	
102903137	3	137	6308	55	2700	1603	2	
102903138	3	138	6308	55	2700	1603	2	
102903139	3	139	6308	55	2700	1603	2	
102903140	3	140	6308	55	2700	1603	2	
102903141	3	141	6308	55	2700	1603	2	
102903142	3	142	6308	55	2700	1603	2	
102903143	3	143	6308	55	2700	1603	2	
102903144	3	144	6308	55	2700	1603	2	
102903145	3	145	6308	55	2700	1603	2	
102903146	3	146	6308	55	2700	1603	2	
102903147	3	147	6308	55	2700	1603	2	
102903148	3	148	6308	55	2700	1603	2	
102903149	3	149	6308	55	2700	1603	2	
102903150	3	150	6308	55	2700	1603	2	
102904001	4	1	6107	10	700	1602	2	
102904002	4	2	6107	10	700	1602	2	
102904003	4	3	6107	10	700	1602	2	
102904004	4	4	6107	10	700	1602	2	
102904005	4	5	6107	10	700	1602	2	
102904006	4	6	6107	10	700	1602	2	
102904007	4	7	6107	10	700	1602	2	
102904008	4	8	6107	10	700	1602	2	
102904009	4	9	6107	10	700	1602	2	
102904010	4	10	6107	10	700	1602	2	
102904011	4	11	6107	15	700	1602	2	
102904012	4	12	6107	15	700	1602	2	
102904013	4	13	6107	15	700	1602	2	
