int	int	int	string	DTItemNum[]	int[]	DTRandomInterval[]	string	int	string
102805101	51	1	培养1	2:186760;5004:245	1601;1602;1603	4:16;8:31;4:16	拍电影	1001	
102805102	51	2	培养2	2:186760;5004:245	1602;1603;1605	8:31;4:16;4:16	拍电影	1001	
102805103	51	3	培养3	2:186760;5004:245	1601;1603;1605	4:16;4:16;4:16	拍电影	1001	
102805104	51	4	培养4	2:186760;5004:245	1601;1602;1605	4:16;8:31;4:16	拍电影	1001	
102805201	52	1	培养1	2:190385;5004:245	1601;1602;1603	4:16;8:31;4:16	拍电影	1001	
102805202	52	2	培养2	2:190385;5004:245	1602;1603;1605	8:31;4:16;4:16	拍电影	1001	
102805203	52	3	培养3	2:190385;5004:245	1601;1603;1605	4:16;4:16;4:16	拍电影	1001	
102805204	52	4	培养4	2:190385;5004:245	1601;1602;1605	4:16;8:31;4:16	拍电影	1001	
102805301	53	1	培养1	2:194010;5004:245	1601;1602;1603	4:16;8:31;4:16	拍电影	1001	
102805302	53	2	培养2	2:194010;5004:245	1602;1603;1605	8:31;4:16;4:16	拍电影	1001	
102805303	53	3	培养3	2:194010;5004:245	1601;1603;1605	4:16;4:16;4:16	拍电影	1001	
102805304	53	4	培养4	2:194010;5004:245	1601;1602;1605	4:16;8:31;4:16	拍电影	1001	
102805401	54	1	培养1	2:197635;5004:245	1601;1602;1603	4:16;8:31;4:16	拍电影	1001	
102805402	54	2	培养2	2:197635;5004:245	1602;1603;1605	8:31;4:16;4:16	拍电影	1001	
102805403	54	3	培养3	2:197635;5004:245	1601;1603;1605	4:16;4:16;4:16	拍电影	1001	
102805404	54	4	培养4	2:197635;5004:245	1601;1602;1605	4:16;8:31;4:16	拍电影	1001	
102805501	55	1	培养1	2:201405;5004:245	1601;1602;1603	4:16;8:31;4:16	拍电影	1001	
102805502	55	2	培养2	2:201405;5004:245	1602;1603;1605	8:31;4:16;4:16	拍电影	1001	
102805503	55	3	培养3	2:201405;5004:245	1601;1603;1605	4:16;4:16;4:16	拍电影	1001	
102805504	55	4	培养4	2:201405;5004:245	1601;1602;1605	4:16;8:31;4:16	拍电影	1001	
102805601	56	1	培养1	2:205030;5004:280	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
102805602	56	2	培养2	2:205030;5004:280	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
102805603	56	3	培养3	2:205030;5004:280	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
102805604	56	4	培养4	2:205030;5004:280	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
102805701	57	1	培养1	2:208655;5004:280	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
102805702	57	2	培养2	2:208655;5004:280	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
102805703	57	3	培养3	2:208655;5004:280	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
102805704	57	4	培养4	2:208655;5004:280	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
102805801	58	1	培养1	2:212280;5004:280	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
102805802	58	2	培养2	2:212280;5004:280	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
102805803	58	3	培养3	2:212280;5004:280	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
102805804	58	4	培养4	2:212280;5004:280	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
102805901	59	1	培养1	2:216050;5004:280	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
102805902	59	2	培养2	2:216050;5004:280	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
102805903	59	3	培养3	2:216050;5004:280	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
102805904	59	4	培养4	2:216050;5004:280	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
102806001	60	1	培养1	2:439350;5004:280	1601;1602;1603	5:17;9:34;5:17	拍电影	1001	
102806002	60	2	培养2	2:439350;5004:280	1602;1603;1605	9:34;5:17;5:17	拍电影	1001	
102806003	60	3	培养3	2:439350;5004:280	1601;1603;1605	5:17;5:17;5:17	拍电影	1001	
102806004	60	4	培养4	2:439350;5004:280	1601;1602;1605	5:17;9:34;5:17	拍电影	1001	
102806101	61	1	培养1	2:446600;5004:320	1601;1602;1603	5:18;10:37;5:18	拍电影	1001	
102806102	61	2	培养2	2:446600;5004:320	1602;1603;1605	10:37;5:18;5:18	拍电影	1001	
102806103	61	3	培养3	2:446600;5004:320	1601;1603;1605	5:18;5:18;5:18	拍电影	1001	
102806104	61	4	培养4	2:446600;5004:320	1601;1602;1605	5:18;10:37;5:18	拍电影	1001	
102806201	62	1	培养1	2:453850;5004:320	1601;1602;1603	5:18;10:37;5:18	拍电影	1001	
102806202	62	2	培养2	2:453850;5004:320	1602;1603;1605	10:37;5:18;5:18	拍电影	1001	
102806203	62	3	培养3	2:453850;5004:320	1601;1603;1605	5:18;5:18;5:18	拍电影	1001	
102806204	62	4	培养4	2:453850;5004:320	1601;1602;1605	5:18;10:37;5:18	拍电影	1001	
102806301	63	1	培养1	2:461390;5004:320	1601;1602;1603	5:18;9:36;5:18	拍电影	1001	
102806302	63	2	培养2	2:461390;5004:320	1602;1603;1605	9:36;5:18;5:18	拍电影	1001	
102806303	63	3	培养3	2:461390;5004:320	1601;1603;1605	5:18;5:18;5:18	拍电影	1001	
102806304	63	4	培养4	2:461390;5004:320	1601;1602;1605	5:18;9:36;5:18	拍电影	1001	
102806401	64	1	培养1	2:468640;5004:320	1601;1602;1603	5:18;9:36;5:18	拍电影	1001	
102806402	64	2	培养2	2:468640;5004:320	1602;1603;1605	9:36;5:18;5:18	拍电影	1001	
102806403	64	3	培养3	2:468640;5004:320	1601;1603;1605	5:18;5:18;5:18	拍电影	1001	
102806404	64	4	培养4	2:468640;5004:320	1601;1602;1605	5:18;9:36;5:18	拍电影	1001	
102806501	65	1	培养1	2:475890;5004:320	1601;1602;1603	5:18;9:36;5:18	拍电影	1001	
102806502	65	2	培养2	2:475890;5004:320	1602;1603;1605	9:36;5:18;5:18	拍电影	1001	
102806503	65	3	培养3	2:475890;5004:320	1601;1603;1605	5:18;5:18;5:18	拍电影	1001	
102806504	65	4	培养4	2:475890;5004:320	1601;1602;1605	5:18;9:36;5:18	拍电影	1001	
102806601	66	1	培养1	2:483140;5004:360	1601;1602;1603	5:20;10:39;5:20	拍电影	1001	
102806602	66	2	培养2	2:483140;5004:360	1602;1603;1605	10:39;5:20;5:20	拍电影	1001	
102806603	66	3	培养3	2:483140;5004:360	1601;1603;1605	5:20;5:20;5:20	拍电影	1001	
102806604	66	4	培养4	2:483140;5004:360	1601;1602;1605	5:20;10:39;5:20	拍电影	1001	
102806701	67	1	培养1	2:490680;5004:360	1601;1602;1603	5:20;10:39;5:20	拍电影	1001	
102806702	67	2	培养2	2:490680;5004:360	1602;1603;1605	10:39;5:20;5:20	拍电影	1001	
102806703	67	3	培养3	2:490680;5004:360	1601;1603;1605	5:20;5:20;5:20	拍电影	1001	
102806704	67	4	培养4	2:490680;5004:360	1601;1602;1605	5:20;10:39;5:20	拍电影	1001	
102806801	68	1	培养1	2:497930;5004:360	1601;1602;1603	5:20;10:39;5:20	拍电影	1001	
102806802	68	2	培养2	2:497930;5004:360	1602;1603;1605	10:39;5:20;5:20	拍电影	1001	
102806803	68	3	培养3	2:497930;5004:360	1601;1603;1605	5:20;5:20;5:20	拍电影	1001	
102806804	68	4	培养4	2:497930;5004:360	1601;1602;1605	5:20;10:39;5:20	拍电影	1001	
102806901	69	1	培养1	2:505180;5004:360	1601;1602;1603	5:20;10:39;5:20	拍电影	1001	
102806902	69	2	培养2	2:505180;5004:360	1602;1603;1605	10:39;5:20;5:20	拍电影	1001	
102806903	69	3	培养3	2:505180;5004:360	1601;1603;1605	5:20;5:20;5:20	拍电影	1001	
102806904	69	4	培养4	2:505180;5004:360	1601;1602;1605	5:20;10:39;5:20	拍电影	1001	
102807001	70	1	培养1	2:512430;5004:360	1601;1602;1603	5:20;10:39;5:20	拍电影	1001	
102807002	70	2	培养2	2:512430;5004:360	1602;1603;1605	10:39;5:20;5:20	拍电影	1001	
102807003	70	3	培养3	2:512430;5004:360	1601;1603;1605	5:20;5:20;5:20	拍电影	1001	
102807004	70	4	培养4	2:512430;5004:360	1601;1602;1605	5:20;10:39;5:20	拍电影	1001	
102807101	71	1	培养1	2:519970;5004:405	1601;1602;1603	6:21;11:42;6:21	拍电影	1001	
102807102	71	2	培养2	2:519970;5004:405	1602;1603;1605	11:42;6:21;6:21	拍电影	1001	
102807103	71	3	培养3	2:519970;5004:405	1601;1603;1605	6:21;6:21;6:21	拍电影	1001	
102807104	71	4	培养4	2:519970;5004:405	1601;1602;1605	6:21;11:42;6:21	拍电影	1001	
102807201	72	1	培养1	2:527220;5004:405	1601;1602;1603	6:21;11:42;6:21	拍电影	1001	
102807202	72	2	培养2	2:527220;5004:405	1602;1603;1605	11:42;6:21;6:21	拍电影	1001	
102807203	72	3	培养3	2:527220;5004:405	1601;1603;1605	6:21;6:21;6:21	拍电影	1001	
102807204	72	4	培养4	2:527220;5004:405	1601;1602;1605	6:21;11:42;6:21	拍电影	1001	
102807301	73	1	培养1	2:534470;5004:405	1601;1602;1603	6:21;11:42;6:21	拍电影	1001	
102807302	73	2	培养2	2:534470;5004:405	1602;1603;1605	11:42;6:21;6:21	拍电影	1001	
102807303	73	3	培养3	2:534470;5004:405	1601;1603;1605	6:21;6:21;6:21	拍电影	1001	
102807304	73	4	培养4	2:534470;5004:405	1601;1602;1605	6:21;11:42;6:21	拍电影	1001	
102807401	74	1	培养1	2:541720;5004:405	1601;1602;1603	6:21;11:42;6:21	拍电影	1001	
102807402	74	2	培养2	2:541720;5004:405	1602;1603;1605	11:42;6:21;6:21	拍电影	1001	
102807403	74	3	培养3	2:541720;5004:405	1601;1603;1605	6:21;6:21;6:21	拍电影	1001	
102807404	74	4	培养4	2:541720;5004:405	1601;1602;1605	6:21;11:42;6:21	拍电影	1001	
102807501	75	1	培养1	2:548970;5004:405	1601;1602;1603	6:21;11:42;6:21	拍电影	1001	
102807502	75	2	培养2	2:548970;5004:405	1602;1603;1605	11:42;6:21;6:21	拍电影	1001	
102807503	75	3	培养3	2:548970;5004:405	1601;1603;1605	6:21;6:21;6:21	拍电影	1001	
102807504	75	4	培养4	2:548970;5004:405	1601;1602;1605	6:21;11:42;6:21	拍电影	1001	
102807601	76	1	培养1	2:556510;5004:450	1601;1602;1603	6:22;11:44;6:22	拍电影	1001	
102807602	76	2	培养2	2:556510;5004:450	1602;1603;1605	11:44;6:22;6:22	拍电影	1001	
102807603	76	3	培养3	2:556510;5004:450	1601;1603;1605	6:22;6:22;6:22	拍电影	1001	
102807604	76	4	培养4	2:556510;5004:450	1601;1602;1605	6:22;11:44;6:22	拍电影	1001	
102807701	77	1	培养1	2:563760;5004:450	1601;1602;1603	6:22;11:44;6:22	拍电影	1001	
102807702	77	2	培养2	2:563760;5004:450	1602;1603;1605	11:44;6:22;6:22	拍电影	1001	
102807703	77	3	培养3	2:563760;5004:450	1601;1603;1605	6:22;6:22;6:22	拍电影	1001	
102807704	77	4	培养4	2:563760;5004:450	1601;1602;1605	6:22;11:44;6:22	拍电影	1001	
102807801	78	1	培养1	2:571010;5004:450	1601;1602;1603	6:22;11:44;6:22	拍电影	1001	
102807802	78	2	培养2	2:571010;5004:450	1602;1603;1605	11:44;6:22;6:22	拍电影	1001	
102807803	78	3	培养3	2:571010;5004:450	1601;1603;1605	6:22;6:22;6:22	拍电影	1001	
102807804	78	4	培养4	2:571010;5004:450	1601;1602;1605	6:22;11:44;6:22	拍电影	1001	
102807901	79	1	培养1	2:578260;5004:450	1601;1602;1603	6:22;11:44;6:22	拍电影	1001	
102807902	79	2	培养2	2:578260;5004:450	1602;1603;1605	11:44;6:22;6:22	拍电影	1001	
102807903	79	3	培养3	2:578260;5004:450	1601;1603;1605	6:22;6:22;6:22	拍电影	1001	
102807904	79	4	培养4	2:578260;5004:450	1601;1602;1605	6:22;11:44;6:22	拍电影	1001	
102808001	80	1	培养1	2:878700;5004:450	1601;1602;1603	6:22;11:44;6:22	拍电影	1001	
102808002	80	2	培养2	2:878700;5004:450	1602;1603;1605	11:44;6:22;6:22	拍电影	1001	
102808003	80	3	培养3	2:878700;5004:450	1601;1603;1605	6:22;6:22;6:22	拍电影	1001	
102808004	80	4	培养4	2:878700;5004:450	1601;1602;1605	6:22;11:44;6:22	拍电影	1001	
102808101	81	1	培养1	2:889575;5004:500	1601;1602;1603	6:23;12:47;6:23	拍电影	1001	
102808102	81	2	培养2	2:889575;5004:500	1602;1603;1605	12:47;6:23;6:23	拍电影	1001	
102808103	81	3	培养3	2:889575;5004:500	1601;1603;1605	6:23;6:23;6:23	拍电影	1001	
102808104	81	4	培养4	2:889575;5004:500	1601;1602;1605	6:23;12:47;6:23	拍电影	1001	
102808201	82	1	培养1	2:900450;5004:500	1601;1602;1603	6:23;12:47;6:23	拍电影	1001	
102808202	82	2	培养2	2:900450;5004:500	1602;1603;1605	12:47;6:23;6:23	拍电影	1001	
102808203	82	3	培养3	2:900450;5004:500	1601;1603;1605	6:23;6:23;6:23	拍电影	1001	
102808204	82	4	培养4	2:900450;5004:500	1601;1602;1605	6:23;12:47;6:23	拍电影	1001	
102808301	83	1	培养1	2:911325;5004:500	1601;1602;1603	6:23;12:47;6:23	拍电影	1001	
102808302	83	2	培养2	2:911325;5004:500	1602;1603;1605	12:47;6:23;6:23	拍电影	1001	
102808303	83	3	培养3	2:911325;5004:500	1601;1603;1605	6:23;6:23;6:23	拍电影	1001	
102808304	83	4	培养4	2:911325;5004:500	1601;1602;1605	6:23;12:47;6:23	拍电影	1001	
102808401	84	1	培养1	2:922635;5004:500	1601;1602;1603	6:23;12:47;6:23	拍电影	1001	
102808402	84	2	培养2	2:922635;5004:500	1602;1603;1605	12:47;6:23;6:23	拍电影	1001	
102808403	84	3	培养3	2:922635;5004:500	1601;1603;1605	6:23;6:23;6:23	拍电影	1001	
102808404	84	4	培养4	2:922635;5004:500	1601;1602;1605	6:23;12:47;6:23	拍电影	1001	
102808501	85	1	培养1	2:933510;5004:500	1601;1602;1603	6:23;12:47;6:23	拍电影	1001	
102808502	85	2	培养2	2:933510;5004:500	1602;1603;1605	12:47;6:23;6:23	拍电影	1001	
102808503	85	3	培养3	2:933510;5004:500	1601;1603;1605	6:23;6:23;6:23	拍电影	1001	
102808504	85	4	培养4	2:933510;5004:500	1601;1602;1605	6:23;12:47;6:23	拍电影	1001	
102808601	86	1	培养1	2:944385;5004:550	1601;1602;1603	7:25;13:49;7:25	拍电影	1001	
102808602	86	2	培养2	2:944385;5004:550	1602;1603;1605	13:49;7:25;7:25	拍电影	1001	
102808603	86	3	培养3	2:944385;5004:550	1601;1603;1605	7:25;7:25;7:25	拍电影	1001	
102808604	86	4	培养4	2:944385;5004:550	1601;1602;1605	7:25;13:49;7:25	拍电影	1001	
102808701	87	1	培养1	2:955260;5004:550	1601;1602;1603	7:25;13:49;7:25	拍电影	1001	
102808702	87	2	培养2	2:955260;5004:550	1602;1603;1605	13:49;7:25;7:25	拍电影	1001	
102808703	87	3	培养3	2:955260;5004:550	1601;1603;1605	7:25;7:25;7:25	拍电影	1001	
102808704	87	4	培养4	2:955260;5004:550	1601;1602;1605	7:25;13:49;7:25	拍电影	1001	
102808801	88	1	培养1	2:966570;5004:550	1601;1602;1603	7:25;13:49;7:25	拍电影	1001	
102808802	88	2	培养2	2:966570;5004:550	1602;1603;1605	13:49;7:25;7:25	拍电影	1001	
102808803	88	3	培养3	2:966570;5004:550	1601;1603;1605	7:25;7:25;7:25	拍电影	1001	
102808804	88	4	培养4	2:966570;5004:550	1601;1602;1605	7:25;13:49;7:25	拍电影	1001	
102808901	89	1	培养1	2:977445;5004:550	1601;1602;1603	7:25;13:49;7:25	拍电影	1001	
102808902	89	2	培养2	2:977445;5004:550	1602;1603;1605	13:49;7:25;7:25	拍电影	1001	
102808903	89	3	培养3	2:977445;5004:550	1601;1603;1605	7:25;7:25;7:25	拍电影	1001	
102808904	89	4	培养4	2:977445;5004:550	1601;1602;1605	7:25;13:49;7:25	拍电影	1001	
102809001	90	1	培养1	2:988320;5004:550	1601;1602;1603	6:24;13:49;6:24	拍电影	1001	
102809002	90	2	培养2	2:988320;5004:550	1602;1603;1605	13:49;6:24;6:24	拍电影	1001	
102809003	90	3	培养3	2:988320;5004:550	1601;1603;1605	6:24;6:24;6:24	拍电影	1001	
102809004	90	4	培养4	2:988320;5004:550	1601;1602;1605	6:24;13:49;6:24	拍电影	1001	
102809101	91	1	培养1	2:999195;5004:605	1601;1602;1603	7:26;13:52;7:26	拍电影	1001	
102809102	91	2	培养2	2:999195;5004:605	1602;1603;1605	13:52;7:26;7:26	拍电影	1001	
102809103	91	3	培养3	2:999195;5004:605	1601;1603;1605	7:26;7:26;7:26	拍电影	1001	
102809104	91	4	培养4	2:999195;5004:605	1601;1602;1605	7:26;13:52;7:26	拍电影	1001	
102809201	92	1	培养1	2:1010505;5004:605	1601;1602;1603	7:26;13:52;7:26	拍电影	1001	
102809202	92	2	培养2	2:1010505;5004:605	1602;1603;1605	13:52;7:26;7:26	拍电影	1001	
102809203	92	3	培养3	2:1010505;5004:605	1601;1603;1605	7:26;7:26;7:26	拍电影	1001	
102809204	92	4	培养4	2:1010505;5004:605	1601;1602;1605	7:26;13:52;7:26	拍电影	1001	
102809301	93	1	培养1	2:1021380;5004:605	1601;1602;1603	7:26;13:52;7:26	拍电影	1001	
102809302	93	2	培养2	2:1021380;5004:605	1602;1603;1605	13:52;7:26;7:26	拍电影	1001	
102809303	93	3	培养3	2:1021380;5004:605	1601;1603;1605	7:26;7:26;7:26	拍电影	1001	
102809304	93	4	培养4	2:1021380;5004:605	1601;1602;1605	7:26;13:52;7:26	拍电影	1001	
102809401	94	1	培养1	2:1032255;5004:605	1601;1602;1603	7:26;13:52;7:26	拍电影	1001	
102809402	94	2	培养2	2:1032255;5004:605	1602;1603;1605	13:52;7:26;7:26	拍电影	1001	
102809403	94	3	培养3	2:1032255;5004:605	1601;1603;1605	7:26;7:26;7:26	拍电影	1001	
102809404	94	4	培养4	2:1032255;5004:605	1601;1602;1605	7:26;13:52;7:26	拍电影	1001	
102809501	95	1	培养1	2:1043130;5004:605	1601;1602;1603	7:26;13:51;7:26	拍电影	1001	
102809502	95	2	培养2	2:1043130;5004:605	1602;1603;1605	13:51;7:26;7:26	拍电影	1001	
102809503	95	3	培养3	2:1043130;5004:605	1601;1603;1605	7:26;7:26;7:26	拍电影	1001	
102809504	95	4	培养4	2:1043130;5004:605	1601;1602;1605	7:26;13:51;7:26	拍电影	1001	
102809601	96	1	培养1	2:1054440;5004:660	1601;1602;1603	7:27;14:54;7:27	拍电影	1001	
102809602	96	2	培养2	2:1054440;5004:660	1602;1603;1605	14:54;7:27;7:27	拍电影	1001	
102809603	96	3	培养3	2:1054440;5004:660	1601;1603;1605	7:27;7:27;7:27	拍电影	1001	
102809604	96	4	培养4	2:1054440;5004:660	1601;1602;1605	7:27;14:54;7:27	拍电影	1001	
102809701	97	1	培养1	2:1065315;5004:660	1601;1602;1603	7:27;14:54;7:27	拍电影	1001	
102809702	97	2	培养2	2:1065315;5004:660	1602;1603;1605	14:54;7:27;7:27	拍电影	1001	
102809703	97	3	培养3	2:1065315;5004:660	1601;1603;1605	7:27;7:27;7:27	拍电影	1001	
102809704	97	4	培养4	2:1065315;5004:660	1601;1602;1605	7:27;14:54;7:27	拍电影	1001	
102809801	98	1	培养1	2:1076190;5004:660	1601;1602;1603	7:27;14:54;7:27	拍电影	1001	
102809802	98	2	培养2	2:1076190;5004:660	1602;1603;1605	14:54;7:27;7:27	拍电影	1001	
102809803	98	3	培养3	2:1076190;5004:660	1601;1603;1605	7:27;7:27;7:27	拍电影	1001	
102809804	98	4	培养4	2:1076190;5004:660	1601;1602;1605	7:27;14:54;7:27	拍电影	1001	
102809901	99	1	培养1	2:1087065;5004:660	1601;1602;1603	7:27;14:54;7:27	拍电影	1001	
102809902	99	2	培养2	2:1087065;5004:660	1602;1603;1605	14:54;7:27;7:27	拍电影	1001	
102809903	99	3	培养3	2:1087065;5004:660	1601;1603;1605	7:27;7:27;7:27	拍电影	1001	
102809904	99	4	培养4	2:1087065;5004:660	1601;1602;1605	7:27;14:54;7:27	拍电影	1001	
102810001	100	1	培养1	2:1463920;5004:660	1601;1602;1603	7:27;14:54;7:27	拍电影	1001	
102810002	100	2	培养2	2:1463920;5004:660	1602;1603;1605	14:54;7:27;7:27	拍电影	1001	
102810003	100	3	培养3	2:1463920;5004:660	1601;1603;1605	7:27;7:27;7:27	拍电影	1001	
102810004	100	4	培养4	2:1463920;5004:660	1601;1602;1605	7:27;14:54;7:27	拍电影	1001	
102900101	1	1	培养1	2:1300;5004:20	1601;1602;1603	1:2;1:1;1:1	拍电影	1001	
102900102	1	2	培养2	2:1300;5004:20	1602;1603;1605	1:1;1:1;1:1	拍电影	1001	
102900103	1	3	培养3	2:1300;5004:20	1601;1603;1605	1:2;1:1;1:1	拍电影	1001	
102900104	1	4	培养4	2:1300;5004:20	1601;1602;1605	1:2;1:1;1:1	拍电影	1001	
102900201	2	1	培养1	2:2550;5004:20	1601;1602;1603	1:2;1:1;1:1	拍电影	1001	
102900202	2	2	培养2	2:2550;5004:20	1602;1603;1605	1:1;1:1;1:1	拍电影	1001	
102900203	2	3	培养3	2:2550;5004:20	1601;1603;1605	1:2;1:1;1:1	拍电影	1001	
102900204	2	4	培养4	2:2550;5004:20	1601;1602;1605	1:2;1:1;1:1	拍电影	1001	
102900301	3	1	培养1	2:3800;5004:20	1601;1602;1603	1:2;1:1;1:1	拍电影	1001	
102900302	3	2	培养2	2:3800;5004:20	1602;1603;1605	1:1;1:1;1:1	拍电影	1001	
102900303	3	3	培养3	2:3800;5004:20	1601;1603;1605	1:2;1:1;1:1	拍电影	1001	
102900304	3	4	培养4	2:3800;5004:20	1601;1602;1605	1:2;1:1;1:1	拍电影	1001	
102900401	4	1	培养1	2:5050;5004:20	1601;1602;1603	1:2;1:1;1:1	拍电影	1001	
102900402	4	2	培养2	2:5050;5004:20	1602;1603;1605	1:1;1:1;1:1	拍电影	1001	
102900403	4	3	培养3	2:5050;5004:20	1601;1603;1605	1:2;1:1;1:1	拍电影	1001	
102900404	4	4	培养4	2:5050;5004:20	1601;1602;1605	1:2;1:1;1:1	拍电影	1001	
102900501	5	1	培养1	2:6350;5004:20	1601;1602;1603	1:2;1:1;1:1	拍电影	1001	
102900502	5	2	培养2	2:6350;5004:20	1602;1603;1605	1:1;1:1;1:1	拍电影	1001	
102900503	5	3	培养3	2:6350;5004:20	1601;1603;1605	1:2;1:1;1:1	拍电影	1001	
102900504	5	4	培养4	2:6350;5004:20	1601;1602;1605	1:2;1:1;1:1	拍电影	1001	
102900601	6	1	培养1	2:7600;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
102900602	6	2	培养2	2:7600;5004:30	1602;1603;1605	1:3;1:3;1:3	拍电影	1001	
102900603	6	3	培养3	2:7600;5004:30	1601;1603;1605	2:5;1:3;1:3	拍电影	1001	
102900604	6	4	培养4	2:7600;5004:30	1601;1602;1605	2:5;1:3;1:3	拍电影	1001	
102900701	7	1	培养1	2:8850;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
102900702	7	2	培养2	2:8850;5004:30	1602;1603;1605	1:3;1:3;1:3	拍电影	1001	
102900703	7	3	培养3	2:8850;5004:30	1601;1603;1605	2:5;1:3;1:3	拍电影	1001	
102900704	7	4	培养4	2:8850;5004:30	1601;1602;1605	2:5;1:3;1:3	拍电影	1001	
102900801	8	1	培养1	2:10100;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
102900802	8	2	培养2	2:10100;5004:30	1602;1603;1605	1:3;1:3;1:3	拍电影	1001	
102900803	8	3	培养3	2:10100;5004:30	1601;1603;1605	2:5;1:3;1:3	拍电影	1001	
102900804	8	4	培养4	2:10100;5004:30	1601;1602;1605	2:5;1:3;1:3	拍电影	1001	
102900901	9	1	培养1	2:11400;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
102900902	9	2	培养2	2:11400;5004:30	1602;1603;1605	1:3;1:3;1:3	拍电影	1001	
102900903	9	3	培养3	2:11400;5004:30	1601;1603;1605	2:5;1:3;1:3	拍电影	1001	
102900904	9	4	培养4	2:11400;5004:30	1601;1602;1605	2:5;1:3;1:3	拍电影	1001	
102901001	10	1	培养1	2:12650;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
102901002	10	2	培养2	2:12650;5004:30	1602;1603;1605	1:3;1:3;1:3	拍电影	1001	
102901003	10	3	培养3	2:12650;5004:30	1601;1603;1605	2:5;1:3;1:3	拍电影	1001	
102901004	10	4	培养4	2:12650;5004:30	1601;1602;1605	2:5;1:3;1:3	拍电影	1001	
102901101	11	1	培养1	2:13900;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
102901102	11	2	培养2	2:13900;5004:45	1602;1603;1605	1:4;1:4;1:4	拍电影	1001	
102901103	11	3	培养3	2:13900;5004:45	1601;1603;1605	2:8;1:4;1:4	拍电影	1001	
102901104	11	4	培养4	2:13900;5004:45	1601;1602;1605	2:8;1:4;1:4	拍电影	1001	
102901201	12	1	培养1	2:15150;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
102901202	12	2	培养2	2:15150;5004:45	1602;1603;1605	1:4;1:4;1:4	拍电影	1001	
102901203	12	3	培养3	2:15150;5004:45	1601;1603;1605	2:8;1:4;1:4	拍电影	1001	
102901204	12	4	培养4	2:15150;5004:45	1601;1602;1605	2:8;1:4;1:4	拍电影	1001	
102901301	13	1	培养1	2:16450;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
102901302	13	2	培养2	2:16450;5004:45	1602;1603;1605	1:4;1:4;1:4	拍电影	1001	
102901303	13	3	培养3	2:16450;5004:45	1601;1603;1605	2:8;1:4;1:4	拍电影	1001	
102901304	13	4	培养4	2:16450;5004:45	1601;1602;1605	2:8;1:4;1:4	拍电影	1001	
102901401	14	1	培养1	2:17700;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
102901402	14	2	培养2	2:17700;5004:45	1602;1603;1605	1:4;1:4;1:4	拍电影	1001	
102901403	14	3	培养3	2:17700;5004:45	1601;1603;1605	2:8;1:4;1:4	拍电影	1001	
102901404	14	4	培养4	2:17700;5004:45	1601;1602;1605	2:8;1:4;1:4	拍电影	1001	
102901501	15	1	培养1	2:18950;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
102901502	15	2	培养2	2:18950;5004:45	1602;1603;1605	1:4;1:4;1:4	拍电影	1001	
102901503	15	3	培养3	2:18950;5004:45	1601;1603;1605	2:8;1:4;1:4	拍电影	1001	
102901504	15	4	培养4	2:18950;5004:45	1601;1602;1605	2:8;1:4;1:4	拍电影	1001	
102901601	16	1	培养1	2:20200;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
102901602	16	2	培养2	2:20200;5004:60	1602;1603;1605	2:6;2:6;2:6	拍电影	1001	
102901603	16	3	培养3	2:20200;5004:60	1601;1603;1605	3:11;2:6;2:6	拍电影	1001	
102901604	16	4	培养4	2:20200;5004:60	1601;1602;1605	3:11;2:6;2:6	拍电影	1001	
102901701	17	1	培养1	2:21500;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
102901702	17	2	培养2	2:21500;5004:60	1602;1603;1605	2:6;2:6;2:6	拍电影	1001	
102901703	17	3	培养3	2:21500;5004:60	1601;1603;1605	3:11;2:6;2:6	拍电影	1001	
